#CODIGO_PROGRAMA,DESCRICAO_PROGRAMA,CODIGO_FONTE,DESCRICAO_FONTE
"0001","PRONAF - PROGRAMA NACIONAL DE FORTALECIMENTO DA AGRICULTURA FAMILIAR","0100","TESOURO NACIONAL"
"0001","PRONAF - PROGRAMA NACIONAL DE FORTALECIMENTO DA AGRICULTURA FAMILIAR","0250","FACULDADE DE APLICAÇÃO - COMPULSÓRIO"
"0001","PRONAF - PROGRAMA NACIONAL DE FORTALECIMENTO DA AGRICULTURA FAMILIAR","0403","RECURSOS LIVRES EQUALIZÁVEIS"
"0100","PRLC-BA (PROGRAMA DE RECUPERAÇÃO DA LAVOURA CACAUEIRA BAIANA)","0505","BNDES/FINAME - EQUALIZÁVEL"
"0100","PRLC-BA (PROGRAMA DE RECUPERAÇÃO DA LAVOURA CACAUEIRA BAIANA)","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0100","PRLC-BA (PROGRAMA DE RECUPERAÇÃO DA LAVOURA CACAUEIRA BAIANA)","0100","TESOURO NACIONAL"
"0110","PRODECER III - PROGRAMA DE COOPERAÇÃO NIPO-BRASILEIRA PARA O DESENVOLVIMENTO DOS CERRADOS","0201","OBRIGATÓRIOS - MCR 6.2"
"0110","PRODECER III - PROGRAMA DE COOPERAÇÃO NIPO-BRASILEIRA PARA O DESENVOLVIMENTO DOS CERRADOS","0100","TESOURO NACIONAL"
"0151","PROCAP-AGRO (PROGRAMA DE CAPITALIZAÇÃO DAS COOPERATIVAS DE PRODUÇÃO AGROPECUÁRIAS)","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0151","PROCAP-AGRO (PROGRAMA DE CAPITALIZAÇÃO DAS COOPERATIVAS DE PRODUÇÃO AGROPECUÁRIAS)","0505","BNDES/FINAME - EQUALIZÁVEL"
"0151","PROCAP-AGRO (PROGRAMA DE CAPITALIZAÇÃO DAS COOPERATIVAS DE PRODUÇÃO AGROPECUÁRIAS)","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0152","MODERINFRA - PROGRAMA DE INCENTIVO À IRRIGAÇÃO E À PRODUÇÃO EM AMBIENTE PROTEGIDO","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0152","MODERINFRA - PROGRAMA DE INCENTIVO À IRRIGAÇÃO E À PRODUÇÃO EM AMBIENTE PROTEGIDO","0505","BNDES/FINAME - EQUALIZÁVEL"
"0152","MODERINFRA - PROGRAMA DE INCENTIVO À IRRIGAÇÃO E À PRODUÇÃO EM AMBIENTE PROTEGIDO","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0153","MODERAGRO - PROGRAMA DE MODERNIZAÇÃO DA AGRICULTURA E CONSERVAÇÃO DE RECURSOS NATURAIS","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0153","MODERAGRO - PROGRAMA DE MODERNIZAÇÃO DA AGRICULTURA E CONSERVAÇÃO DE RECURSOS NATURAIS","0505","BNDES/FINAME - EQUALIZÁVEL"
"0153","MODERAGRO - PROGRAMA DE MODERNIZAÇÃO DA AGRICULTURA E CONSERVAÇÃO DE RECURSOS NATURAIS","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0154","MODERFROTA - PROGRAMA DE MODERNIZAÇÃO DA FROTA DE TRATORES AGRÍCOLAS E IMPL ASSOC E COLHEITADEIRAS","0505","BNDES/FINAME - EQUALIZÁVEL"
"0154","MODERFROTA - PROGRAMA DE MODERNIZAÇÃO DA FROTA DE TRATORES AGRÍCOLAS E IMPL ASSOC E COLHEITADEIRAS","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0155","PRODECOOP - PROGRAMA DE DESENVOLVIMENTO COOPERATIVO PARA AGREGAÇÃO DE VALOR À PRODUÇÃO AGROPECUÁRIA","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0155","PRODECOOP - PROGRAMA DE DESENVOLVIMENTO COOPERATIVO PARA AGREGAÇÃO DE VALOR À PRODUÇÃO AGROPECUÁRIA","0505","BNDES/FINAME - EQUALIZÁVEL"
"0155","PRODECOOP - PROGRAMA DE DESENVOLVIMENTO COOPERATIVO PARA AGREGAÇÃO DE VALOR À PRODUÇÃO AGROPECUÁRIA","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0505","BNDES/FINAME - EQUALIZÁVEL"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0503","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO CENTRO-OESTE (FCO)"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0156","ABC - PROGRAMA PARA REDUÇÃO DA EMISSÃO DE GASES DE EFEITO ESTUFA NA AGROPECUÁRIA","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0157","PSI-RURAL - PROGRAMA DE SUSTENTAÇÃO DO INVESTIMENTO","0506","BNDES LIVRE"
"0157","PSI-RURAL - PROGRAMA DE SUSTENTAÇÃO DO INVESTIMENTO","0505","BNDES/FINAME - EQUALIZÁVEL"
"0158","PROCAP-CRED (PROGRAMA DE CAPITALIZAÇÃO DE COOPERATIVAS DE CRÉDITO)","0505","BNDES/FINAME - EQUALIZÁVEL"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0650","FAT - FUNDO DE AMPARO AO TRABALHADOR"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0505","BNDES/FINAME - EQUALIZÁVEL"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0503","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO CENTRO-OESTE (FCO)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0402","RECURSOS LIVRES"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0303","POUPANÇA RURAL - LIVRE"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0302","POUPANÇA RURAL - CONTROLADOS - FATOR DE PONDERAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0301","POUPANÇA RURAL - CONTROLADOS - CONDIÇÕES MCR 6.2"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0201","OBRIGATÓRIOS - MCR 6.2"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0250","FACULDADE DE APLICAÇÃO - COMPULSÓRIO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0403","RECURSOS LIVRES EQUALIZÁVEIS"
"0159","MODERMAQ - PROGRAMA DE MODERNIZAÇÃO DO PARQUE INDUSTRIAL NACIONAL","0505","BNDES/FINAME - EQUALIZÁVEL"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0507","INCRA"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0650","FAT - FUNDO DE AMPARO AO TRABALHADOR"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0505","BNDES/FINAME - EQUALIZÁVEL"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0200","PROCERA - PROGRAMA ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA","0100","TESOURO NACIONAL"
"0240","ANF - ATIVIDADE NÃO FINANCIADA ENQUADRADA NO PROAGRO","0900","ATIVIDADE NÃO FINANCIADA ENQUADRADA NO PROAGRO (MCR 16.8)"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745)","0260","COMPULSÓRIO SOBRE RECURSOS À VISTA - REFORÇO DO INVESTIMENTO (CIRC 3.745)"
"0777","Linha de Crédito Rural instituída Res. 4.147/2012 e 4.260/2013 (Demais Agricultores)","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0777","Linha de Crédito Rural instituída Res. 4.147/2012 e 4.260/2013 (Demais Agricultores)","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0776","Linha de Crédito Rural instituida Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares)","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0776","Linha de Crédito Rural instituida Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares)","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0161","PRORENOVA-RURAL- PROGRAMA DE APOIO À RENOVAÇÃO E IMPLANTAÇÃO DE NOVOS CANAVIAIS","0506","BNDES LIVRE"
"0161","PRORENOVA-RURAL- PROGRAMA DE APOIO À RENOVAÇÃO E IMPLANTAÇÃO DE NOVOS CANAVIAIS","0505","BNDES/FINAME - EQUALIZÁVEL"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","0505","BNDES/FINAME - EQUALIZÁVEL"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","0505","BNDES/FINAME - EQUALIZÁVEL"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0164","PRORENOVA-INDUSTRIAL- PROGRAMA DE APOIO À RENOVAÇÃO E IMPLANTAÇÃO DE NOVOS CANAVIAIS","0506","BNDES LIVRE"
"0164","PRORENOVA-INDUSTRIAL- PROGRAMA DE APOIO À RENOVAÇÃO E IMPLANTAÇÃO DE NOVOS CANAVIAIS","0505","BNDES/FINAME - EQUALIZÁVEL"
"0165","PROAQÜICULTURA-PROGRAMA DE APOIO AO DESENVOLVIMENTO DO SETOR AQUÍCOLA","0505","BNDES/FINAME - EQUALIZÁVEL"
"0165","PROAQÜICULTURA-PROGRAMA DE APOIO AO DESENVOLVIMENTO DO SETOR AQUÍCOLA","0503","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO CENTRO-OESTE (FCO)"
"0888","Outras Linhas de Crédito Rural não Especificadas","0303","POUPANÇA RURAL - LIVRE"
"0070","FUNCAFÉ (PROGRAMA DE DEFESA DA ECONOMIA CAFEEIRA)","0800","FUNCAFE-FUNDO DE DEFESA DA ECONOMIA CAFEEIRA"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0506","BNDES LIVRE"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0450","INSTRUM HIBRIDO CAPITAL DÍVIDA-IHCD (Lei 12.793/2013 - Art. 6º)"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0990","OUTRAS FONTES DE RECURSOS NÃO ESPECIFICADAS"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0650","FAT - FUNDO DE AMPARO AO TRABALHADOR"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0503","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO CENTRO-OESTE (FCO)"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0502","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE (FNE)"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0501","FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORTE (FNO)"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0402","RECURSOS LIVRES"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0303","POUPANÇA RURAL - LIVRE"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0302","POUPANÇA RURAL - CONTROLADOS - FATOR DE PONDERAÇÃO"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0301","POUPANÇA RURAL - CONTROLADOS - CONDIÇÕES MCR 6.2"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0300","POUPANÇA RURAL - CONTROLADOS - SUBVENÇÃO ECONÔMICA"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0201","OBRIGATÓRIOS - MCR 6.2"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0100","TESOURO NACIONAL"
"0999","FINANCIAMENTO SEM VÍNCULO A PROGRAMA ESPECÍFICO","0403","RECURSOS LIVRES EQUALIZÁVEIS"
